time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 3.458393354935937344e-08 4.156355592022240553e-15 6.916615512304051701e-04 1.251073646109511786e-10
1.100000000000000066e-03 4.182580868321158512e-06 6.086561541507865709e-12 7.602613798423623476e-03 1.715399422269350564e-08
1.110000000000000049e-02 4.237443092792898824e-04 1.193146085935624976e-08 7.613164593445452544e-02 3.790654970783817927e-06
6.045246332035267289e-02 1.222499299556211068e-02 6.361054379452967561e-06 3.970006907330929646e-01 4.038939374975487255e-04
1.604524633203526784e-01 8.034559951330340344e-02 2.764307824576637466e-04 9.395337525250270216e-01 6.665323630797697838e-03
2.604524633203526562e-01 1.939589139105316051e-01 1.783923956884951026e-03 1.294742655541646359e+00 2.615486492870196938e-02
3.604524633203526340e-01 3.318231379463875141e-01 6.091461269585610183e-03 1.433090017630120672e+00 6.303557263475412231e-02
4.604524633203526118e-01 4.757797452855677678e-01 1.498925787628752927e-02 1.421204780593212647e+00 1.177689317347829223e-01
5.604524633203525896e-01 6.103389167329421605e-01 3.015726882361940975e-02 1.238579915073330540e+00 1.877576029399350976e-01
6.604524633203525674e-01 7.180232519547966596e-01 5.286339660269240986e-02 9.005078510529835878e-01 2.673327470209586054e-01
7.604524633203525452e-01 7.903499348390298218e-01 8.367432499794545675e-02 5.500365960034332424e-01 3.484194876841540944e-01
8.604524633203525230e-01 8.286541174861312697e-01 1.223149731245149197e-01 2.240334703904441338e-01 4.225536455481495590e-01
9.604524633203525008e-01 8.375000108852511671e-01 1.676935975772460286e-01 -3.680397847204952555e-02 4.819976419977274884e-01
1.060452463320352479e+00 8.241091365196481222e-01 2.180152756737499531e-01 -2.096063398831816138e-01 5.205346378623684211e-01
1.160452463320352567e+00 7.999294030315015069e-01 2.709673582583363438e-01 -2.532476317494066209e-01 5.341738106826161570e-01
1.260452463320352656e+00 7.782064870205646079e-01 3.239797934443466865e-01 -1.607888661974355426e-01 5.218105769736562927e-01
1.360452463320352745e+00 7.691464152849454283e-01 3.745209608922190347e-01 -2.035875369081793784e-02 4.852445390700579897e-01
1.460452463320352834e+00 7.747497994146372857e-01 4.203404087303863057e-01 1.338450477088137802e-01 4.280688762239126532e-01
1.560452463320352923e+00 7.951253207132140677e-01 4.596010114696175708e-01 2.693364363337479306e-01 3.548925975271026712e-01
1.660452463320353012e+00 8.279472426329554935e-01 4.909542461491633869e-01 3.815262909652783474e-01 2.707823764469171612e-01
1.760452463320353100e+00 8.701804394752369332e-01 5.135648227756648421e-01 4.585069441377103150e-01 1.808831127027866748e-01
1.860452463320353189e+00 9.185312900234915423e-01 5.271018649990779625e-01 5.006523620892304738e-01 9.009922204134380996e-02
1.960452463320353278e+00 9.684320457780934976e-01 5.317026314271408038e-01 4.856331405271888113e-01 2.822328786084155050e-03
2.060452463320353367e+00 1.013055066094749490e+00 5.278982028470369237e-01 3.954256370231559736e-01 -7.754552251554411302e-02
2.160452463320353456e+00 1.045582952715746972e+00 5.164943938105196475e-01 2.450710373170531808e-01 -1.489278203235504527e-01
2.260452463320353544e+00 1.060434126941764532e+00 4.984403873374176341e-01 4.808820918988382376e-02 -2.105149314096614599e-01
2.360452463320353633e+00 1.055057368661895367e+00 4.747111735516260089e-01 -1.548809123195871440e-01 -2.625247477432458010e-01
2.460452463320353722e+00 1.029743641159098111e+00 4.462303136708669071e-01 -3.491972493692329649e-01 -3.056969112588429627e-01
2.560452463320353811e+00 9.866951738878565470e-01 4.138342535006293565e-01 -4.966263933298262767e-01 -3.409843803707462428e-01
2.660452463320353900e+00 9.332861142745246807e-01 3.782762422592391149e-01 -5.658613637600360402e-01 -3.689576619358163057e-01
2.760452463320353989e+00 8.739448236673874604e-01 3.402894832557941118e-01 -6.150591022209912495e-01 -3.895325160119326169e-01
2.860452463320354077e+00 8.117369729961890767e-01 3.006227498686629973e-01 -6.246938251753813010e-01 -4.025066425757055644e-01
2.960452463320354166e+00 7.499333264385577014e-01 2.600542157198674209e-01 -6.036746468723459547e-01 -4.074963890907778996e-01
3.060452463320354255e+00 6.926186092611478218e-01 2.194074248446719611e-01 -5.364282455896526303e-01 -4.039563209759911011e-01
3.160452463320354344e+00 6.429997424669140482e-01 1.795734101024364648e-01 -4.593992958551006978e-01 -3.911109292538429982e-01
