time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 5.632495467244788457e-08 6.769234078777823919e-15 1.126469286468216287e-03 2.037555014196386865e-10
1.100000000000000066e-03 6.811707305123818500e-06 9.912608923851933785e-12 1.238130460093939643e-02 2.793684898762759038e-08
1.110000000000000049e-02 6.898718933153764193e-04 1.942727372748389517e-08 1.239221664695236286e-01 6.171678175756833100e-06
5.767185979980104377e-02 1.811941343667849980e-02 8.638414237418651153e-06 6.169204338855357461e-01 5.740886727867020511e-04
1.543064865983301837e-01 1.210920855852707506e-01 3.860333378357860205e-04 1.474798633575020723e+00 9.676899017732169123e-03
2.543064865983302170e-01 3.011919820911224677e-01 2.641479267791746206e-03 2.065732528498328779e+00 3.967657677679281569e-02
3.543064865983301948e-01 5.218192032584244577e-01 9.255941090656489428e-03 2.298122631889501832e+00 9.749824886427463366e-02
4.543064865983301726e-01 7.533690546505427132e-01 2.310589521284278636e-02 2.295249495049496602e+00 1.841158551465125470e-01
5.543064865983301504e-01 9.718182526756979911e-01 4.691507275526963366e-02 2.022210762275646445e+00 2.956441358114177964e-01
6.543064865983301281e-01 1.148409941219444175e+00 8.277681128930333698e-02 1.482692232492234696e+00 4.232771576029071281e-01
7.543064865983301059e-01 1.268201732182006936e+00 1.316777410889760636e-01 9.221042010527703559e-01 5.541205759112781681e-01
8.543064865983300837e-01 1.333895963129785089e+00 1.932542384453564688e-01 4.034145285575885254e-01 6.745900501503447888e-01
9.543064865983300615e-01 1.352639555147959749e+00 2.658331938304054898e-01 -1.256857554959001089e-02 7.722675849974918183e-01
1.054306486598330039e+00 1.335475163847153368e+00 3.466093049025408268e-01 -2.972991665841547282e-01 8.370962224983975464e-01
1.154306486598330128e+00 1.300236190888797383e+00 4.319316418815081771e-01 -3.747739139489166260e-01 8.624575592313125094e-01
1.254306486598330217e+00 1.268203032077286796e+00 5.177119211688352429e-01 -2.306296242224673554e-01 8.463213341986898230e-01
1.354306486598330306e+00 1.256338878063798514e+00 5.998989463546479106e-01 -1.003998334819766747e-02 7.913604741016260213e-01
1.454306486598330395e+00 1.266722937322291909e+00 6.748718827245370200e-01 2.199886536624940103e-01 7.030923967633516680e-01
1.554306486598330483e+00 1.298907071400029478e+00 7.396402135365530706e-01 4.153772452663554438e-01 5.885241566276746550e-01
1.654306486598330572e+00 1.348789575884333791e+00 7.919562810771697547e-01 5.744731369771662877e-01 4.553561948327120579e-01
1.754306486598330661e+00 1.411977718203369703e+00 8.303545881484902802e-01 6.833671994542036554e-01 3.114720780374014009e-01
1.854306486598330750e+00 1.484151683004062861e+00 8.541493086199296592e-01 7.497462777524228628e-01 1.645322799704627692e-01
1.954306486598330839e+00 1.559299321210469547e+00 8.633967972682696779e-01 7.361073561228117512e-01 2.162167972091480483e-02
2.054306486598330928e+00 1.627319194605792330e+00 8.588012276859696703e-01 6.060996934255701296e-01 -1.115334450367995167e-01
2.154306486598331016e+00 1.677524447363773374e+00 8.415415209601777580e-01 3.822742335430877603e-01 -2.312081190069016912e-01
2.254306486598331105e+00 1.701031550749911636e+00 8.130696322982821078e-01 8.113425506646454455e-02 -3.356427998867614892e-01
2.354306486598331194e+00 1.693517513516463291e+00 7.749253918311371780e-01 -2.301836396041469501e-01 -4.247295861760894131e-01
2.454306486598331283e+00 1.655372391853329406e+00 7.286109951606810631e-01 -5.301874781652037294e-01 -4.992136698195543953e-01
2.554306486598331372e+00 1.589560746284176762e+00 6.755306625054985359e-01 -7.621051039534959548e-01 -5.602454791505024900e-01
2.654306486598331460e+00 1.507897440619595963e+00 6.169873321321853732e-01 -8.611331168638611810e-01 -6.084625919214440293e-01
2.754306486598331549e+00 1.417536129184756355e+00 5.542796567041061717e-01 -9.394003380992788088e-01 -6.434504155377356316e-01
2.854306486598331638e+00 1.322179074448452063e+00 4.887519937263117287e-01 -9.615401794786341272e-01 -6.647836850964230493e-01
2.954306486598331727e+00 1.226392492565848036e+00 4.217957864229240350e-01 -9.427419644990086001e-01 -6.719335552349435803e-01
3.054306486598331816e+00 1.136303353715305997e+00 3.548586731264481431e-01 -8.483659392830080748e-01 -6.642638488300834920e-01
3.154306486598331905e+00 1.057402378541241861e+00 2.894696410512703211e-01 -7.354923455611476202e-01 -6.408086154530684420e-01
3.254306486598331993e+00 9.879251868942697801e-01 2.272423085799880338e-01 -6.525217292168908889e-01 -6.010330703157811261e-01
3.354306486598332082e+00 9.274275582706927867e-01 1.697934433462199855e-01 -5.637779920437385739e-01 -5.453601667249832197e-01
3.454306486598332171e+00 8.734984268236367644e-01 1.186620054393675017e-01 -5.143283485109945152e-01 -4.749795305129103640e-01
3.554306486598332260e+00 8.255396011245774712e-01 7.521581190462039990e-02 -4.461468686541932294e-01 -3.920544940231883713e-01
3.654306486598332349e+00 7.826898909773608581e-01 4.058262300905205594e-02 -4.159946566510682731e-01 -2.992210904410205208e-01
3.754306486598332437e+00 7.437729837364698282e-01 1.558886329620976646e-02 -3.462004488629145116e-01 -1.998566035133919061e-01
3.854306486598332526e+00 7.152777944531520937e-01 7.234208752527442055e-04 -2.275919414167031918e-01 -9.710895896440439878e-02
3.954306486598332615e+00 6.964878156652903884e-01 -3.811320110008343566e-03 -1.552199776278726517e-01 6.260508100768391593e-03
4.054306486598332704e+00 6.837194804403203818e-01 1.887175512387396017e-03 -9.698225532451415498e-02 1.069765836340861587e-01
4.154306486598332349e+00 6.783722956513892344e-01 1.738393841954323504e-02 -8.217578933784372430e-03 2.017173420149735996e-01
4.254306486598331993e+00 6.808084154373765795e-01 4.193826113382349841e-02 5.076395899811449175e-02 2.876798438840701966e-01
4.354306486598331638e+00 6.888026577200213607e-01 7.453654796688080619e-02 1.150716456156722634e-01 3.621628796580742549e-01
4.454306486598331283e+00 7.046662450708162106e-01 1.139150552858455151e-01 2.006103316225376632e-01 4.230027400885161826e-01
4.554306486598330928e+00 7.270573239860754766e-01 1.586352230134174257e-01 2.391039107162806210e-01 4.687804662528300970e-01
4.654306486598330572e+00 7.540962294277133715e-01 2.071267080182750131e-01 3.203362593366967381e-01 4.982733340645110198e-01
4.754306486598330217e+00 7.923852390319212624e-01 2.577445663223383310e-01 4.366227880973658770e-01 5.114451815611714691e-01
4.854306486598329862e+00 8.401234050958410471e-01 3.089063392595610136e-01 5.211780350699654063e-01 5.093394303027221071e-01
4.954306486598329506e+00 8.973560679636246595e-01 3.591494531410885926e-01 6.186983815746522897e-01 4.933731990957260782e-01
5.054306486598329151e+00 9.617793884142089578e-01 4.071853365775992550e-01 6.642842483674782361e-01 4.655247180613920621e-01
5.154306486598328796e+00 1.030762196728440161e+00 4.519225477101280752e-01 7.162010919544988807e-01 4.277434515299662343e-01
5.254306486598328441e+00 1.103405646760538650e+00 4.924787922507316007e-01 7.269775882506833709e-01 3.822917567429471863e-01
5.354306486598328085e+00 1.174512311021084221e+00 5.281948019018638529e-01 6.832194061087898396e-01 3.312416182201062820e-01
5.454306486598327730e+00 1.237993749165261503e+00 5.585906176909458676e-01 5.851521876646190723e-01 2.760733464368639312e-01
5.554306486598327375e+00 1.291584716339303718e+00 5.833051196625411716e-01 4.809745568231810209e-01 2.177791307225952488e-01
5.654306486598327020e+00 1.333512518188161966e+00 6.020728988737130694e-01 3.620158470880733281e-01 1.572724767341295293e-01
5.754306486598326664e+00 1.364546898881632941e+00 6.147151880155984349e-01 2.550001252382863015e-01 9.544202812783142420e-02
5.854306486598326309e+00 1.384244961509065508e+00 6.211513295237558463e-01 1.455721127694487860e-01 3.330986620559053119e-02
5.954306486598325954e+00 1.395773005015234158e+00 6.214042539333820558e-01 9.148782137931052438e-02 -2.798060855170293043e-02
6.054306486598325598e+00 1.401865981923247295e+00 6.156403617417807173e-01 2.431906003835340724e-02 -8.673066716930910580e-02
6.154306486598325243e+00 1.401117695680474284e+00 6.041943261107241003e-01 -3.554818051955534186e-02 -1.413925179784981112e-01
6.254306486598324888e+00 1.393416575404283986e+00 5.875441748448942958e-01 -1.249524681529905895e-01 -1.906128526586395033e-01
6.354306486598324533e+00 1.377146672063788824e+00 5.662820201315357238e-01 -1.996639624670661917e-01 -2.335188194291895059e-01
6.454306486598324177e+00 1.350132463878123357e+00 5.410704825399614837e-01 -3.554400083446544456e-01 -2.695825211826230472e-01
6.554306486598323822e+00 1.306927569138980560e+00 5.125739829332472963e-01 -5.008200210212463421e-01 -2.993866456648963670e-01
6.654306486598323467e+00 1.249268054456273314e+00 4.813716020404442686e-01 -6.544471162029131817e-01 -3.238566701005202164e-01
6.754306486598323112e+00 1.178267433436202882e+00 4.479438391264882746e-01 -7.499449505947206607e-01 -3.440632689643886022e-01
6.854306486598322756e+00 1.101352988405124966e+00 4.126828501144095829e-01 -7.801274869139334101e-01 -3.605292489754434171e-01
6.954306486598322401e+00 1.024215770551975657e+00 3.759709709005450984e-01 -7.518808166369836954e-01 -3.729824055159984275e-01
7.054306486598322046e+00 9.526917996010412226e-01 3.382509046454294510e-01 -6.759434016972907244e-01 -3.804822347200702004e-01
7.154306486598321690e+00 8.883099927030281284e-01 3.000841317008258180e-01 -6.136805751533653819e-01 -3.817127760866492192e-01
7.254306486598321335e+00 8.315486006236612049e-01 2.621514521630783356e-01 -5.108699045899167679e-01 -3.756362034689464946e-01
7.354306486598320980e+00 7.857227073152539543e-01 2.252394686519564315e-01 -4.162976836819696214e-01 -3.611016582685339649e-01
7.454306486598320625e+00 7.478195168690248140e-01 1.902381047468910680e-01 -3.377982119568107011e-01 -3.373755548921680836e-01
7.554306486598320269e+00 7.174579410997197204e-01 1.580750992007290689e-01 -2.757062999019036509e-01 -3.043512192908393588e-01
7.654306486598319914e+00 6.935432224141272473e-01 1.296629401452984998e-01 -1.968953476355902454e-01 -2.624733678376768298e-01
7.754306486598319559e+00 6.765168240426318036e-01 1.058520270932099272e-01 -1.517721573335847618e-01 -2.124827539588641789e-01
