time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 3.487378822414280849e-08 4.191157750635887030e-15 6.974694403658242498e-04 1.261559005419685488e-10
1.100000000000000066e-03 4.218958467439366973e-06 6.138937661364668311e-12 7.670058981239530164e-03 1.730299591934586509e-08
1.110000000000000049e-02 4.287652120675755282e-04 1.205908663555835061e-08 7.716683675800475872e-02 3.833579394650765698e-06
6.129580166366092875e-02 1.290735473801332342e-02 6.844257908439886277e-06 4.171410984245884634e-01 4.299945889147441225e-04
1.612958016636609204e-01 8.581493065866921399e-02 2.929441127858727696e-04 1.021839573766462506e+00 7.076618284598740205e-03
2.612958016636609537e-01 2.118353578413757488e-01 1.907259146827682732e-03 1.459813083705697956e+00 2.817777815386319704e-02
3.612958016636609315e-01 3.697765586276592353e-01 6.589708733390680327e-03 1.667831899917518568e+00 6.897422977780506836e-02
4.612958016636609093e-01 5.402464920749894262e-01 1.640557350175482834e-02 1.712272057179364371e+00 1.307714983276483112e-01
5.612958016636608871e-01 7.048031827711915831e-01 3.337698633831626127e-02 1.535234380121515141e+00 2.114229232391381108e-01
6.612958016636608649e-01 8.392715780242916424e-01 5.911974463765862220e-02 1.129741269343461196e+00 3.048291804414772210e-01
7.612958016636608427e-01 9.294557938728031932e-01 9.444862023715130950e-02 6.728746707750938860e-01 4.013863554745871753e-01
8.612958016636608205e-01 9.734468345465555617e-01 1.391464649099630468e-01 2.119882520648085911e-01 4.904297826559679829e-01
9.612958016636607983e-01 9.740275914793918854e-01 1.919393793922073432e-01 -1.899656664379013593e-01 5.616725065717211862e-01
1.061295801663660887e+00 9.388389497464679767e-01 2.505940087491709267e-01 -4.857244207638653499e-01 6.063922455014202351e-01
1.161295801663660976e+00 8.829542121999232052e-01 3.121304937123817180e-01 -6.009622166508147290e-01 6.186243945572598157e-01
1.261295801663661065e+00 8.259437081401016512e-01 3.731636896393241698e-01 -5.057982780677259260e-01 5.963539977078573529e-01
1.361295801663661154e+00 7.850868239402527538e-01 4.303237809662920910e-01 -3.037445717946662405e-01 5.418490921898629908e-01
1.461295801663661242e+00 7.673326651744785121e-01 4.806319128547766883e-01 -4.375771413076923189e-02 4.603665083887522602e-01
1.561295801663661331e+00 7.762370674089221767e-01 5.217353102885089466e-01 2.195256208941820941e-01 3.590573303278680184e-01
1.661295801663661420e+00 8.107220041966574087e-01 5.520518500264232076e-01 4.631884669306292057e-01 2.460125694847088429e-01
1.761295801663661509e+00 8.670300630849278045e-01 5.708218028038253289e-01 6.543922921725691122e-01 1.294665359245952829e-01
1.861295801663661598e+00 9.394032216097044641e-01 5.780846353400560522e-01 7.781454821362195906e-01 1.706792671933636540e-02
