time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 1.488825740338082451e-08 1.789288693793425185e-15 2.977601755240476570e-04 5.385826179824014113e-11
1.100000000000000066e-03 1.800875630813916176e-06 2.620541346303242229e-12 3.273713977345582213e-03 7.385878189616675549e-09
1.110000000000000049e-02 1.827417502314728566e-04 5.142495381592494806e-09 3.286108753897756807e-02 1.634303177388595582e-06
1.111000000000000043e-01 1.748072420220516884e-02 2.894789776742063859e-05 3.048945157584542764e-01 1.012346354942082142e-03
2.111000000000000099e-01 5.913746495634376876e-02 3.494980866481783312e-04 5.157469310244573446e-01 6.398936941707704038e-03
3.111000000000000432e-01 1.174914527625772198e-01 1.547905734407478652e-03 6.346829521509805838e-01 1.890568704853799742e-02
4.111000000000000210e-01 1.833349311269246995e-01 4.408486715752448284e-03 6.707914195003336078e-01 3.969763319477526142e-02
5.110999999999999988e-01 2.491949279176998155e-01 9.752408587450406632e-03 6.326272855292777164e-01 6.839198227298369515e-02
6.110999999999999766e-01 3.069550184163228335e-01 1.829136993694663663e-02 5.091134649725027606e-01 1.031702385203734779e-01
7.110999999999999543e-01 3.494722364135270931e-01 3.048229084000991101e-02 3.398040937775613779e-01 1.407975654498023199e-01
8.110999999999999321e-01 3.749259129927957068e-01 4.641298017169971646e-02 1.694528010981324606e-01 1.772888864175038437e-01
9.110999999999999099e-01 3.839552940539686654e-01 6.576919483963669655e-02 1.642508892055200009e-02 2.086694255428296341e-01
1.011099999999999888e+00 3.792721451663963461e-01 8.785890560756881573e-02 -1.032455929621871882e-01 2.314379866139047726e-01
1.111099999999999977e+00 3.652908541866095593e-01 1.116807716092931002e-01 -1.655828401553676998e-01 2.429702543714661045e-01
1.211100000000000065e+00 3.483214400591548854e-01 1.360319716680175872e-01 -1.615427491166210872e-01 2.419217292702870170e-01
1.311100000000000154e+00 3.350137264085790711e-01 1.596489794447648047e-01 -9.961154591938400915e-02 2.284354491744173821e-01
1.411100000000000243e+00 3.289692045990518232e-01 1.813515714168573434e-01 -1.790583540484561031e-02 2.039483581214058816e-01
1.511100000000000332e+00 3.317932450150146151e-01 2.001456746676091858e-01 7.347425270560049848e-02 1.706896344282114730e-01
1.611100000000000421e+00 3.434054546262651497e-01 2.152872968384732799e-01 1.573800927519410364e-01 1.313701292037023072e-01
1.711100000000000509e+00 3.627014169874026028e-01 2.263132078497834265e-01 2.247619053042341497e-01 8.885241267013815891e-02
1.811100000000000598e+00 3.876459173289086291e-01 2.330434252959259767e-01 2.700279531887753715e-01 4.589485609316831111e-02
1.911100000000000687e+00 4.156649443777022390e-01 2.355595343513252893e-01 2.843524785563430468e-01 4.940225790630255187e-03
2.011100000000000776e+00 4.431318844119584432e-01 2.341625698311438353e-01 2.573879003404807575e-01 -3.210678909891074434e-02
2.111100000000000865e+00 4.657988244699293179e-01 2.293077101182527944e-01 1.901705466828425561e-01 -6.409408880184611079e-02
2.211100000000000954e+00 4.800413965428777519e-01 2.215253316861907629e-01 8.985834103460949018e-02 -9.065791826785782326e-02
2.311100000000001042e+00 4.832389133932318837e-01 2.113465616856476381e-01 -2.679996111399154946e-02 -1.121234481134799343e-01
2.411100000000001131e+00 4.746956977527971300e-01 1.992450672348232421e-01 -1.432213066271221524e-01 -1.292623215219901867e-01
2.511100000000001220e+00 4.549514444461865148e-01 1.856065416386315226e-01 -2.477852427963112558e-01 -1.430274933656240643e-01
2.611100000000001309e+00 4.265398519540672395e-01 1.707219118917080170e-01 -3.126485841209766248e-01 -1.543056819405474456e-01
2.711100000000001398e+00 3.933416653362682980e-01 1.548122522295761194e-01 -3.485115970313054645e-01 -1.635686726192613905e-01
2.811100000000001486e+00 3.577326699764883933e-01 1.380709512176784004e-01 -3.583631241954745028e-01 -1.709379967429757730e-01
2.911100000000001575e+00 3.224557803557023816e-01 1.206931601492971656e-01 -3.436162936800273848e-01 -1.762438411656354897e-01
3.011100000000001664e+00 2.899036311302272129e-01 1.029055669353053926e-01 -3.029007229902033749e-01 -1.790385787324368927e-01
3.111100000000001753e+00 2.625292120262002205e-01 8.499239778064753004e-02 -2.431849454921796161e-01 -1.786199624885534409e-01
3.211100000000001842e+00 2.411022099989615919e-01 6.731603412093893624e-02 -1.868761484390452088e-01 -1.741755352722227923e-01
3.311100000000001931e+00 2.251070332754236680e-01 5.031255182721969255e-02 -1.333387817889139793e-01 -1.650802205604636197e-01
3.411100000000002019e+00 2.139088295833714293e-01 3.446758132166971578e-02 -9.402596070195595734e-02 -1.509719735264873630e-01
3.511100000000002108e+00 2.059926320730277038e-01 2.028465050774608258e-02 -6.497930191455382476e-02 -1.318800924216637638e-01
