time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 4.324920273929133961e-08 5.197739030875787170e-15 8.649703403355919100e-04 1.564539628404262422e-10
1.100000000000000066e-03 5.231488703748821180e-06 7.612555091287969025e-12 9.510127438579747336e-03 2.145573762892329930e-08
1.110000000000000049e-02 5.309487067036421657e-04 1.494038942537616593e-08 9.548565765211039502e-02 4.748267814594481874e-06
6.638391719543337843e-02 1.857857212183629605e-02 1.147836797391232463e-05 5.512956999323842533e-01 6.663333888810845252e-04
1.663839171954333840e-01 1.105351428466506275e-01 4.045936770651553725e-04 1.259541104129115130e+00 9.442173545450639402e-03
2.663839171954334173e-01 2.630088047872919943e-01 2.495614927348132912e-03 1.740601220187087961e+00 3.595708461505799092e-02
3.663839171954333951e-01 4.490784191477326659e-01 8.380501418694985202e-03 1.944501190340763186e+00 8.583826185665857644e-02
4.663839171954333729e-01 6.457783205969283014e-01 2.047512295618154898e-02 1.954944931860358004e+00 1.599529177084541010e-01
5.663839171954333507e-01 8.316357326002966621e-01 4.107816859077202676e-02 1.714312714481349254e+00 2.551271032411056572e-01
6.663839171954333285e-01 9.803605014421581387e-01 7.195328588893655508e-02 1.238549733800521579e+00 3.637461868532481657e-01
7.663839171954333063e-01 1.078861772805927766e+00 1.139020485266516447e-01 7.333445701981325948e-01 4.745940900912866134e-01
8.663839171954332841e-01 1.127294016854105685e+00 1.665470744996138119e-01 2.449978396791098745e-01 5.757063520187594152e-01
9.663839171954332619e-01 1.130762807586437768e+00 2.283438826347148065e-01 -1.627523082250375008e-01 6.559052612378134528e-01
1.066383917195433240e+00 1.098875847507252201e+00 2.967219412742967410e-01 -4.427996173338600294e-01 7.060202045482648625e-01
1.166383917195433328e+00 1.048761030767974223e+00 3.683415265503490188e-01 -5.264125017512883975e-01 7.200875345397005356e-01
1.266383917195433417e+00 1.001231746831237723e+00 4.394781803965893685e-01 -3.923792398180988572e-01 6.964795977481381684e-01
1.366383917195433506e+00 9.726906135911718154e-01 5.064734839775424380e-01 -1.745130855685845528e-01 6.380345920670579263e-01
1.466383917195433595e+00 9.678998231611267711e-01 5.661104496176933010e-01 8.236323160593192472e-02 5.504154231403914910e-01
1.566383917195433684e+00 9.883252202297819755e-01 6.158285249651405113e-01 3.216613930151197565e-01 4.409738061821080191e-01
1.666383917195433773e+00 1.031366637874788550e+00 6.538475221985190489e-01 5.305133457704075406e-01 3.178095545547962031e-01
1.766383917195433861e+00 1.092512530486502209e+00 6.792059003619980162e-01 6.845425060863991051e-01 1.890905874785940022e-01
1.866383917195433950e+00 1.166223732919028366e+00 6.917360697498221578e-01 7.756611991426313191e-01 6.245246671895371415e-02
1.966383917195434039e+00 1.244301573908962233e+00 6.919868986676834810e-01 7.652326756104999017e-01 -5.553064660725733070e-02
2.066383917195433906e+00 1.314802910788809731e+00 6.810785513787520618e-01 6.252253553442750356e-01 -1.601382957600274715e-01
2.166383917195433995e+00 1.365856550570058836e+00 6.604862864868712435e-01 3.779588700143258762e-01 -2.490068864777501279e-01
