time[s] x1[m] x2[m] x1_dot[m/s] x2_dot[m/s]
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999999999999999124e-05 3.028851433751353724e-08 3.640089389163761353e-15 6.057670248615492367e-04 1.095686732880830894e-10
1.100000000000000066e-03 3.664511371163458386e-06 5.332056261215139773e-12 6.662344909538001937e-03 1.502903127107930426e-08
1.110000000000000049e-02 3.726913557973786199e-04 1.047918762228345258e-08 6.710224520756354061e-02 3.331816860468003257e-06
6.304331470892848843e-02 1.190626106984713460e-02 6.642944750300428482e-06 3.748188491137646183e-01 4.063717387831646249e-04
1.630433147089284940e-01 7.697479188544011086e-02 2.672221203883582016e-04 9.114454957997365492e-01 6.396861740089853331e-03
2.630433147089284995e-01 1.896258371478297122e-01 1.718813496628970828e-03 1.307746406199604916e+00 2.528771134253921665e-02
3.630433147089284773e-01 3.315389587253940173e-01 5.917240641705684076e-03 1.503623454926220182e+00 6.182927514324912388e-02
4.630433147089284551e-01 4.858325090731726581e-01 1.471961448890039305e-02 1.555681760497708677e+00 1.173279448311562168e-01
5.630433147089284329e-01 6.357928808104300611e-01 2.996006448841292968e-02 1.402593968536298918e+00 1.900188361939016413e-01
6.630433147089284107e-01 7.588044146154762082e-01 5.312020632957903388e-02 1.034497786286636467e+00 2.744900419487478205e-01
7.630433147089283885e-01 8.412756441088631298e-01 8.496136618490299219e-02 6.122748714183159358e-01 3.620354501060670804e-01
8.630433147089283663e-01 8.806042447411474017e-01 1.253034763650205941e-01 1.778485904356689740e-01 4.428645178383091574e-01
9.630433147089283441e-01 8.786205281097014819e-01 1.729898335928938824e-01 -2.087779136489839038e-01 5.074079288848667435e-01
1.063043314708928433e+00 8.419327831711921339e-01 2.259656025315519845e-01 -4.989998721502910128e-01 5.474461464365730778e-01
1.163043314708928522e+00 7.844893842312378185e-01 2.814681449236366984e-01 -6.202779792703828621e-01 5.572802462030667092e-01
1.263043314708928611e+00 7.248740768680561608e-01 3.363431892645277199e-01 -5.399050030835299552e-01 5.349061996077718595e-01
1.363043314708928699e+00 6.798777439607875950e-01 3.874417297833822049e-01 -3.507546370035328764e-01 4.823916557838643926e-01
1.463043314708928788e+00 6.571079846969959393e-01 4.319808575417691809e-01 -9.602516444328501599e-02 4.047281540666897715e-01
1.563043314708928877e+00 6.608855790784832207e-01 4.677786752009582272e-01 1.707877262973468424e-01 3.088329207789697883e-01
1.663043314708928966e+00 6.909455039157315070e-01 4.934030056458297842e-01 4.242356788708570581e-01 2.026155887838776981e-01
1.763043314708929055e+00 7.440318959838306823e-01 5.082279553787265591e-01 6.291125553826196759e-01 9.416274360758307427e-02
1.863043314708929143e+00 8.145461063020256187e-01 5.124122453182743397e-01 7.660577488811902702e-01 -9.028243775686478623e-03
1.963043314708929232e+00 8.936235883837020388e-01 5.068078765283990927e-01 7.936205186731509764e-01 -1.007201549497357823e-01
2.063043314708929099e+00 9.684810648581270165e-01 4.927930011196967608e-01 6.812642390864767084e-01 -1.767591147271919405e-01
2.163043314708929188e+00 1.025815570177963876e+00 4.720319353025038689e-01 4.451488988364029620e-01 -2.356041261035369538e-01
